caso,t,sigma,criterio,ciclo,r_k,r_prev,q_k
control: medio del hueco,1001.8769,0.5,angular,4,0.055196,0.060036,0.919374
control: medio del hueco,1001.8769,0.5,angular,5,0.051703,0.055196,0.936723
control: medio del hueco,1001.8769,0.5,angular,6,0.048678,0.051703,0.941484
control: medio del hueco,1001.8769,0.5,angular,7,0.046081,0.048678,0.946656
control: medio del hueco,1001.8769,0.5,angular,8,0.044407,0.046081,0.963672
control: medio del hueco,1001.8769,0.5,angular,9,0.042512,0.044407,0.957331
control: medio del hueco,1001.8769,0.5,angular,10,0.041407,0.042512,0.973997
control: medio del hueco,1001.8769,0.5,angular,11,0.039970,0.041407,0.965303
control: medio del hueco,1001.8769,0.5,angular,12,0.038946,0.039970,0.974375
control: medio del hueco,1001.8769,0.5,angular,13,0.038061,0.038946,0.977284
control: medio del hueco,1001.8769,0.5,angular,14,0.037271,0.038061,0.979229
control: medio del hueco,1001.8769,0.5,angular,15,0.036544,0.037271,0.980493
control: medio del hueco,1001.8769,0.5,angular,16,0.035853,0.036544,0.981100
control: medio del hueco,1001.8769,0.5,angular,17,0.035167,0.035853,0.980873
control: medio del hueco,1001.8769,0.5,angular,18,0.034464,0.035167,0.980004
control: medio del hueco,1001.8769,0.5,angular,19,0.034122,0.034464,0.990079
control: medio del hueco,1001.8769,0.5,angular,20,0.033767,0.034122,0.989586
control: medio del hueco,1001.8769,0.5,angular,21,0.032867,0.033767,0.973354
control: medio del hueco,1001.8769,0.5,angular,22,0.033123,0.032867,1.007805
control: medio del hueco,1001.8769,0.5,angular,23,0.032343,0.033123,0.976442
control: medio del hueco,1001.8769,0.5,angular,24,0.032259,0.032343,0.997404
control: medio del hueco,1001.8769,0.5,angular,25,0.031445,0.032259,0.974767
control: medio del hueco,1001.8769,0.5,angular,26,0.031840,0.031445,1.012560
control: medio del hueco,1001.8769,0.5,angular,27,0.031026,0.031840,0.974442
control: medio del hueco,1001.8769,0.5,angular,28,0.031083,0.031026,1.001832
control: medio del hueco,1001.8769,0.5,angular,29,0.030810,0.031083,0.991211
control: medio del hueco,1001.8769,0.5,angular,30,0.030299,0.030810,0.983428
control: medio del hueco,1001.8769,0.5,angular,31,0.030364,0.030299,1.002143
control: medio del hueco,1001.8769,0.5,angular,32,0.030245,0.030364,0.996064
control: medio del hueco,1001.8769,0.5,angular,33,0.029842,0.030245,0.986679
control: medio del hueco,1001.8769,0.5,angular,34,0.029547,0.029842,0.990100
control: medio del hueco,1001.8769,0.5,angular,35,0.029568,0.029547,1.000729
control: medio del hueco,1001.8769,0.5,angular,36,0.029573,0.029568,1.000156
control: medio del hueco,1001.8769,0.5,angular,37,0.029310,0.029573,0.991121
control: medio del hueco,1001.8769,0.5,angular,38,0.029074,0.029310,0.991944
control: medio del hueco,1001.8769,0.5,angular,39,0.028887,0.029074,0.993581
control: medio del hueco,1001.8769,0.5,angular,40,0.028746,0.028887,0.995091
control: medio del hueco,1001.8769,0.5,angular,41,0.028633,0.028746,0.996092
control: medio del hueco,1001.8769,0.5,angular,42,0.026778,0.028633,0.935195
control: medio del hueco,1001.8769,0.5,angular,43,0.027358,0.026778,1.021673
control: medio del hueco,1001.8769,0.5,angular,44,0.027285,0.027358,0.997341
control: medio del hueco,1001.8769,0.5,angular,45,0.027349,0.027285,1.002317
control: medio del hueco,1001.8769,0.5,angular,46,0.027486,0.027349,1.005020
control: medio del hueco,1001.8769,0.5,angular,47,0.027411,0.027486,0.997268
control: medio del hueco,1001.8769,0.5,angular,48,0.027462,0.027411,1.001867
control: medio del hueco,1001.8769,0.5,angular,49,0.027568,0.027462,1.003872
control: medio del hueco,1001.8769,0.5,angular,50,0.027654,0.027568,1.003123
control: medio del hueco,1001.8769,0.5,angular,51,0.027582,0.027654,0.997378
control: medio del hueco,1001.8769,0.5,angular,52,0.027638,0.027582,1.002028
control: medio del hueco,1001.8769,0.5,angular,53,0.027713,0.027638,1.002706
control: medio del hueco,1001.8769,0.5,angular,54,0.027778,0.027713,1.002369
control: medio del hueco,1001.8769,0.5,angular,55,0.027836,0.027778,1.002065
control: medio del hueco,1001.8769,0.5,angular,56,0.027886,0.027836,1.001830
control: medio del hueco,1001.8769,0.5,angular,57,0.027933,0.027886,1.001667
control: medio del hueco,1001.8769,0.5,angular,58,0.027977,0.027933,1.001569
control: medio del hueco,1001.8769,0.5,angular,59,0.028019,0.027977,1.001522
control: medio del hueco,1001.8769,0.5,angular,60,0.028062,0.028019,1.001521
control: medio del hueco,1001.8769,0.5,angular,61,0.028106,0.028062,1.001561
control: medio del hueco,1001.8769,0.5,angular,62,0.028152,0.028106,1.001648
control: medio del hueco,1001.8769,0.5,angular,63,0.028202,0.028152,1.001787
control: medio del hueco,1001.8769,0.5,angular,64,0.028258,0.028202,1.001988
control: medio del hueco,1001.8769,0.5,angular,65,0.028322,0.028258,1.002247
control: medio del hueco,1001.8769,0.5,angular,66,0.028394,0.028322,1.002549
control: medio del hueco,1001.8769,0.5,angular,67,0.028502,0.028394,1.003789
control: medio del hueco,1001.8769,0.5,angular,68,0.028421,0.028502,0.997175
control: medio del hueco,1001.8769,0.5,angular,69,0.028504,0.028421,1.002922
control: medio del hueco,1001.8769,0.5,angular,70,0.028606,0.028504,1.003574
control: medio del hueco,1001.8769,0.5,angular,71,0.028713,0.028606,1.003727
control: medio del hueco,1001.8769,0.5,angular,72,0.028636,0.028713,0.997338
control: medio del hueco,1001.8769,0.5,angular,73,0.028769,0.028636,1.004616
control: medio del hueco,1001.8769,0.5,angular,74,0.028865,0.028769,1.003369
control: medio del hueco,1001.8769,0.5,angular,75,0.028823,0.028865,0.998539
control: medio del hueco,1001.8769,0.5,angular,76,0.029032,0.028823,1.007231
control: medio del hueco,1001.8769,0.5,angular,77,0.028902,0.029032,0.995523
control: medio del hueco,1001.8769,0.5,angular,78,0.029158,0.028902,1.008857
control: medio del hueco,1001.8769,0.5,angular,79,0.029011,0.029158,0.994955
control: medio del hueco,1001.8769,0.5,angular,80,0.029257,0.029011,1.008484
control: medio del hueco,1001.8769,0.5,angular,81,0.029160,0.029257,0.996700
control: medio del hueco,1001.8769,0.5,angular,82,0.029336,0.029160,1.006038
control: medio del hueco,1001.8769,0.5,angular,83,0.029465,0.029336,1.004377
control: medio del hueco,1001.8769,0.5,angular,84,0.029292,0.029465,0.994139
control: medio del hueco,1001.8769,0.5,angular,85,0.029525,0.029292,1.007953
control: medio del hueco,1001.8769,0.5,angular,86,0.029626,0.029525,1.003438
control: medio del hueco,1001.8769,0.5,angular,87,0.029531,0.029626,0.996768
control: medio del hueco,1001.8769,0.5,angular,88,0.029683,0.029531,1.005145
control: medio del hueco,1001.8769,0.5,angular,89,0.029770,0.029683,1.002955
control: medio del hueco,1001.8769,0.5,angular,90,0.029849,0.029770,1.002635
control: medio del hueco,1001.8769,0.5,angular,91,0.029920,0.029849,1.002380
control: medio del hueco,1001.8769,0.5,angular,92,0.029986,0.029920,1.002200
control: medio del hueco,1001.8769,0.5,angular,93,0.030048,0.029986,1.002083
control: medio del hueco,1001.8769,0.5,angular,94,0.030109,0.030048,1.002016
control: medio del hueco,1001.8769,0.5,angular,95,0.030169,0.030109,1.001988
control: medio del hueco,1001.8769,0.5,angular,96,0.030229,0.030169,1.001993
control: medio del hueco,1001.8769,0.5,angular,97,0.030290,0.030229,1.002031
control: medio del hueco,1001.8769,0.5,angular,98,0.030354,0.030290,1.002109
control: medio del hueco,1001.8769,0.5,angular,99,0.030422,0.030354,1.002238
control: medio del hueco,1001.8769,0.5,angular,100,0.030496,0.030422,1.002427
control: medio del hueco,1001.8769,0.5,angular,101,0.030577,0.030496,1.002676
control: medio del hueco,1001.8769,0.5,angular,102,0.030668,0.030577,1.002968
control: medio del hueco,1001.8769,0.5,angular,103,0.030762,0.030668,1.003046
control: medio del hueco,1001.8769,0.5,angular,104,0.030761,0.030762,0.999970
control: medio del hueco,1001.8769,0.5,angular,105,0.030870,0.030761,1.003563
control: medio del hueco,1001.8769,0.5,angular,106,0.030994,0.030870,1.004010
control: medio del hueco,1001.8769,0.5,angular,107,0.030974,0.030994,0.999337
control: medio del hueco,1001.8769,0.5,angular,108,0.031183,0.030974,1.006752
control: medio del hueco,1001.8769,0.5,angular,109,0.031091,0.031183,0.997071
control: medio del hueco,1001.8769,0.5,angular,110,0.031336,0.031091,1.007884
control: medio del hueco,1001.8769,0.5,angular,111,0.031231,0.031336,0.996633
control: medio del hueco,1001.8769,0.5,angular,112,0.031468,0.031231,1.007596
control: medio del hueco,1001.8769,0.5,angular,113,0.031402,0.031468,0.997911
control: medio del hueco,1001.8769,0.5,angular,114,0.031585,0.031402,1.005826
control: medio del hueco,1001.8769,0.5,angular,115,0.031701,0.031585,1.003676
control: medio del hueco,1001.8769,0.5,angular,116,0.031616,0.031701,0.997292
control: medio del hueco,1001.8769,0.5,angular,117,0.031806,0.031616,1.006020
control: medio del hueco,1001.8769,0.5,angular,118,0.031904,0.031806,1.003093
control: medio del hueco,1001.8769,0.5,angular,119,0.031993,0.031904,1.002786
control: medio del hueco,1001.8769,0.5,angular,120,0.031955,0.031993,0.998810
control: medio del hueco,1001.8769,0.5,angular,121,0.032106,0.031955,1.004722
control: medio del hueco,1001.8769,0.5,angular,122,0.032193,0.032106,1.002698
control: medio del hueco,1001.8769,0.5,angular,123,0.032276,0.032193,1.002601
control: medio del hueco,1001.8769,0.5,angular,124,0.032359,0.032276,1.002549
control: medio del hueco,1001.8769,0.5,angular,125,0.032441,0.032359,1.002543
control: medio del hueco,1001.8769,0.5,angular,126,0.032525,0.032441,1.002580
control: medio del hueco,1001.8769,0.5,angular,127,0.032611,0.032525,1.002660
control: medio del hueco,1001.8769,0.5,angular,128,0.032744,0.032611,1.004085
control: medio del hueco,1001.8769,0.5,angular,129,0.032751,0.032744,1.000203
control: medio del hueco,1001.8769,0.5,angular,130,0.032841,0.032751,1.002749
control: medio del hueco,1001.8769,0.5,angular,131,0.032940,0.032841,1.003023
control: medio del hueco,1001.8769,0.5,angular,132,0.033089,0.032940,1.004516
control: medio del hueco,1001.8769,0.5,angular,133,0.033076,0.033089,0.999594
control: medio del hueco,1001.8769,0.5,angular,134,0.033195,0.033076,1.003615
control: medio del hueco,1001.8769,0.5,angular,135,0.033322,0.033195,1.003818
control: medio del hueco,1001.8769,0.5,angular,136,0.033350,0.033322,1.000838
control: medio del hueco,1001.8769,0.5,angular,137,0.033502,0.033350,1.004550
control: medio del hueco,1001.8769,0.5,angular,138,0.033525,0.033502,1.000689
control: medio del hueco,1001.8769,0.5,angular,139,0.033662,0.033525,1.004080
control: medio del hueco,1001.8769,0.5,angular,140,0.033788,0.033662,1.003770
control: medio del hueco,1001.8769,0.5,angular,141,0.033758,0.033788,0.999107
control: medio del hueco,1001.8769,0.5,angular,142,0.033929,0.033758,1.005062
control: medio del hueco,1001.8769,0.5,angular,143,0.034036,0.033929,1.003160
control: medio del hueco,1001.8769,0.5,angular,144,0.034135,0.034036,1.002898
control: medio del hueco,1001.8769,0.5,angular,145,0.034117,0.034135,0.999467
control: medio del hueco,1001.8769,0.5,angular,146,0.034279,0.034117,1.004740
control: medio del hueco,1001.8769,0.5,angular,147,0.034374,0.034279,1.002791
control: medio del hueco,1001.8769,0.5,angular,148,0.034467,0.034374,1.002715
control: medio del hueco,1001.8769,0.5,angular,149,0.034560,0.034467,1.002682
control: medio del hueco,1001.8769,0.5,angular,150,0.034653,0.034560,1.002690
control: medio del hueco,1001.8769,0.5,angular,151,0.034748,0.034653,1.002738
control: medio del hueco,1001.8769,0.5,angular,152,0.034902,0.034748,1.004429
control: medio del hueco,1001.8769,0.5,angular,153,0.034916,0.034902,1.000425
control: medio del hueco,1001.8769,0.5,angular,154,0.035014,0.034916,1.002795
control: medio del hueco,1001.8769,0.5,angular,155,0.035120,0.035014,1.003016
control: medio del hueco,1001.8769,0.5,angular,156,0.035275,0.035120,1.004435
control: medio del hueco,1001.8769,0.5,angular,157,0.035286,0.035275,1.000310
control: medio del hueco,1001.8769,0.5,angular,158,0.035412,0.035286,1.003553
control: medio del hueco,1001.8769,0.5,angular,159,0.035533,0.035412,1.003418
control: medio del hueco,1001.8769,0.5,angular,160,0.035601,0.035533,1.001912
control: medio del hueco,1001.8769,0.5,angular,161,0.035723,0.035601,1.003427
control: medio del hueco,1001.8769,0.5,angular,162,0.035855,0.035723,1.003710
control: medio del hueco,1001.8769,0.5,angular,163,0.035865,0.035855,1.000282
control: medio del hueco,1001.8769,0.5,angular,164,0.036024,0.035865,1.004418
control: medio del hueco,1001.8769,0.5,angular,165,0.036137,0.036024,1.003154
control: medio del hueco,1001.8769,0.5,angular,166,0.036244,0.036137,1.002943
control: medio del hueco,1001.8769,0.5,angular,167,0.036262,0.036244,1.000511
control: medio del hueco,1001.8769,0.5,angular,168,0.036414,0.036262,1.004190
control: medio del hueco,1001.8769,0.5,angular,169,0.036518,0.036414,1.002861
cero γ≈5000,5000.2343,0.5,angular,1,0.802472,0.631009,1.271729
cero γ≈5000,5000.2343,0.5,angular,2,0.095694,0.802472,0.119250
cero γ≈5000,5000.2343,0.5,angular,3,0.073945,0.095694,0.772721
cero γ≈5000,5000.2343,0.5,angular,4,0.062545,0.073945,0.845823
cero γ≈5000,5000.2343,0.5,angular,5,0.055125,0.062545,0.881373
cero γ≈5000,5000.2343,0.5,angular,6,0.050126,0.055125,0.909309
cero γ≈5000,5000.2343,0.5,angular,7,0.046304,0.050126,0.923759
cero γ≈5000,5000.2343,0.5,angular,8,0.043162,0.046304,0.932141
cero γ≈5000,5000.2343,0.5,angular,9,0.040728,0.043162,0.943617
cero γ≈5000,5000.2343,0.5,angular,10,0.038814,0.040728,0.952997
cero γ≈5000,5000.2343,0.5,angular,11,0.037103,0.038814,0.955918
cero γ≈5000,5000.2343,0.5,angular,12,0.035561,0.037103,0.958431
cero γ≈5000,5000.2343,0.5,angular,13,0.034138,0.035561,0.959982
cero γ≈5000,5000.2343,0.5,angular,14,0.033043,0.034138,0.967939
cero γ≈5000,5000.2343,0.5,angular,15,0.032034,0.033043,0.969455
cero γ≈5000,5000.2343,0.5,angular,16,0.031098,0.032034,0.970787
cero γ≈5000,5000.2343,0.5,angular,17,0.030221,0.031098,0.971807
cero γ≈5000,5000.2343,0.5,angular,18,0.029341,0.030221,0.970864
cero γ≈5000,5000.2343,0.5,angular,19,0.028700,0.029341,0.978171
cero γ≈5000,5000.2343,0.5,angular,20,0.028186,0.028700,0.982095
cero γ≈5000,5000.2343,0.5,angular,21,0.027433,0.028186,0.973259
cero γ≈5000,5000.2343,0.5,angular,22,0.026899,0.027433,0.980550
cero γ≈5000,5000.2343,0.5,angular,23,0.026392,0.026899,0.981147
cero γ≈5000,5000.2343,0.5,angular,24,0.025775,0.026392,0.976620
cero γ≈5000,5000.2343,0.5,angular,25,0.025558,0.025775,0.991600
cero γ≈5000,5000.2343,0.5,angular,26,0.025116,0.025558,0.982677
cero γ≈5000,5000.2343,0.5,angular,27,0.024553,0.025116,0.977606
cero γ≈5000,5000.2343,0.5,angular,28,0.024385,0.024553,0.993135
cero γ≈5000,5000.2343,0.5,angular,29,0.023853,0.024385,0.978205
cero γ≈5000,5000.2343,0.5,angular,30,0.023700,0.023853,0.993565
cero γ≈5000,5000.2343,0.5,angular,31,0.023221,0.023700,0.979790
cero γ≈5000,5000.2343,0.5,angular,32,0.022939,0.023221,0.987855
cero γ≈5000,5000.2343,0.5,angular,33,0.022676,0.022939,0.988571
cero γ≈5000,5000.2343,0.5,angular,34,0.022427,0.022676,0.988983
cero γ≈5000,5000.2343,0.5,angular,35,0.022317,0.022427,0.995112
cero γ≈5000,5000.2343,0.5,angular,36,0.021892,0.022317,0.980965
cero γ≈5000,5000.2343,0.5,angular,37,0.021662,0.021892,0.989501
cero γ≈5000,5000.2343,0.5,angular,38,0.021439,0.021662,0.989707
cero γ≈5000,5000.2343,0.5,angular,39,0.021000,0.021439,0.979523
cero γ≈5000,5000.2343,0.5,angular,40,0.021080,0.021000,1.003794
cero γ≈5000,5000.2343,0.5,angular,41,0.020881,0.021080,0.990553
cero γ≈5000,5000.2343,0.5,angular,42,0.020685,0.020881,0.990618
cero γ≈5000,5000.2343,0.5,angular,43,0.020487,0.020685,0.990426
cero γ≈5000,5000.2343,0.5,angular,44,0.020072,0.020487,0.979762
cero γ≈5000,5000.2343,0.5,angular,45,0.020183,0.020072,1.005495
cero γ≈5000,5000.2343,0.5,angular,46,0.020000,0.020183,0.990966
cero γ≈5000,5000.2343,0.5,angular,47,0.019597,0.020000,0.979820
cero γ≈5000,5000.2343,0.5,angular,48,0.019717,0.019597,1.006159
cero γ≈5000,5000.2343,0.5,angular,49,0.019526,0.019717,0.990314
cero γ≈5000,5000.2343,0.5,angular,50,0.019193,0.019526,0.982934
cero γ≈5000,5000.2343,0.5,angular,51,0.019260,0.019193,1.003503
cero γ≈5000,5000.2343,0.5,angular,52,0.018928,0.019260,0.982760
cero γ≈5000,5000.2343,0.5,angular,53,0.018787,0.018928,0.992529
cero γ≈5000,5000.2343,0.5,angular,54,0.018923,0.018787,1.007225
cero γ≈5000,5000.2343,0.5,angular,55,0.018544,0.018923,0.980011
cero γ≈5000,5000.2343,0.5,angular,56,0.018672,0.018544,1.006874
cero γ≈5000,5000.2343,0.5,angular,57,0.018331,0.018672,0.981746
cero γ≈5000,5000.2343,0.5,angular,58,0.018215,0.018331,0.993691
cero γ≈5000,5000.2343,0.5,angular,59,0.018347,0.018215,1.007201
cero γ≈5000,5000.2343,0.5,angular,60,0.018020,0.018347,0.982213
cero γ≈5000,5000.2343,0.5,angular,61,0.017911,0.018020,0.993916
cero γ≈5000,5000.2343,0.5,angular,62,0.017824,0.017911,0.995166
cero γ≈5000,5000.2343,0.5,angular,63,0.017956,0.017824,1.007387
cero γ≈5000,5000.2343,0.5,angular,64,0.017641,0.017956,0.982443
cero γ≈5000,5000.2343,0.5,angular,65,0.017544,0.017641,0.994546
cero γ≈5000,5000.2343,0.5,angular,66,0.017459,0.017544,0.995114
cero γ≈5000,5000.2343,0.5,angular,67,0.017380,0.017459,0.995511
cero γ≈5000,5000.2343,0.5,angular,68,0.017306,0.017380,0.995740
cero γ≈5000,5000.2343,0.5,angular,69,0.017430,0.017306,1.007134
cero γ≈5000,5000.2343,0.5,angular,70,0.017139,0.017430,0.983318
cero γ≈5000,5000.2343,0.5,angular,71,0.017060,0.017139,0.995377
cero γ≈5000,5000.2343,0.5,angular,72,0.016984,0.017060,0.995558
cero γ≈5000,5000.2343,0.5,angular,73,0.016911,0.016984,0.995699
cero γ≈5000,5000.2343,0.5,angular,74,0.016840,0.016911,0.995807
cero γ≈5000,5000.2343,0.5,angular,75,0.016771,0.016840,0.995891
cero γ≈5000,5000.2343,0.5,angular,76,0.016703,0.016771,0.995957
cero γ≈5000,5000.2343,0.5,angular,77,0.016636,0.016703,0.996008
cero γ≈5000,5000.2343,0.5,angular,78,0.016570,0.016636,0.996044
cero γ≈5000,5000.2343,0.5,angular,79,0.016505,0.016570,0.996059
cero γ≈5000,5000.2343,0.5,angular,80,0.016440,0.016505,0.996048
cero γ≈5000,5000.2343,0.5,angular,81,0.016374,0.016440,0.996000
cero γ≈5000,5000.2343,0.5,angular,82,0.016307,0.016374,0.995909
cero γ≈5000,5000.2343,0.5,angular,83,0.015874,0.016307,0.973464
cero γ≈5000,5000.2343,0.5,angular,84,0.016221,0.015874,1.021811
cero γ≈5000,5000.2343,0.5,angular,85,0.016166,0.016221,0.996636
cero γ≈5000,5000.2343,0.5,angular,86,0.016111,0.016166,0.996574
cero γ≈5000,5000.2343,0.5,angular,87,0.016053,0.016111,0.996391
cero γ≈5000,5000.2343,0.5,angular,88,0.015989,0.016053,0.996058
cero γ≈5000,5000.2343,0.5,angular,89,0.015919,0.015989,0.995575
cero γ≈5000,5000.2343,0.5,angular,90,0.015501,0.015919,0.973768
cero γ≈5000,5000.2343,0.5,angular,91,0.015854,0.015501,1.022761
cero γ≈5000,5000.2343,0.5,angular,92,0.015805,0.015854,0.996923
cero γ≈5000,5000.2343,0.5,angular,93,0.015743,0.015805,0.996071
cero γ≈5000,5000.2343,0.5,angular,94,0.015664,0.015743,0.994970
cero γ≈5000,5000.2343,0.5,angular,95,0.015284,0.015664,0.975787
cero γ≈5000,5000.2343,0.5,angular,96,0.015622,0.015284,1.022084
cero γ≈5000,5000.2343,0.5,angular,97,0.015563,0.015622,0.996204
cero γ≈5000,5000.2343,0.5,angular,98,0.015475,0.015563,0.994352
cero γ≈5000,5000.2343,0.5,angular,99,0.015130,0.015475,0.977729
cero γ≈5000,5000.2343,0.5,angular,100,0.015448,0.015130,1.020992
cero γ≈5000,5000.2343,0.5,angular,101,0.015371,0.015448,0.995012
cero γ≈5000,5000.2343,0.5,angular,102,0.014972,0.015371,0.974060
cero γ≈5000,5000.2343,0.5,angular,103,0.015329,0.014972,1.023857
cero γ≈5000,5000.2343,0.5,angular,104,0.015257,0.015329,0.995280
cero γ≈5000,5000.2343,0.5,angular,105,0.014851,0.015257,0.973424
cero γ≈5000,5000.2343,0.5,angular,106,0.015214,0.014851,1.024418
cero γ≈5000,5000.2343,0.5,angular,107,0.015133,0.015214,0.994650
cero γ≈5000,5000.2343,0.5,angular,108,0.014760,0.015133,0.975350
cero γ≈5000,5000.2343,0.5,angular,109,0.015100,0.014760,1.023050
cero γ≈5000,5000.2343,0.5,angular,110,0.014652,0.015100,0.970349
cero γ≈5000,5000.2343,0.5,angular,111,0.015032,0.014652,1.025904
cero γ≈5000,5000.2343,0.5,angular,112,0.014971,0.015032,0.995950
cero γ≈5000,5000.2343,0.5,angular,113,0.014573,0.014971,0.973430
cero γ≈5000,5000.2343,0.5,angular,114,0.014929,0.014573,1.024422
cero γ≈5000,5000.2343,0.5,angular,115,0.014486,0.014929,0.970308
cero γ≈5000,5000.2343,0.5,angular,116,0.014869,0.014486,1.026469
cero γ≈5000,5000.2343,0.5,angular,117,0.014774,0.014869,0.993591
cero γ≈5000,5000.2343,0.5,angular,118,0.014469,0.014774,0.979403
cero γ≈5000,5000.2343,0.5,angular,119,0.014737,0.014469,1.018459
cero γ≈5000,5000.2343,0.5,angular,120,0.014376,0.014737,0.975551
cero γ≈5000,5000.2343,0.5,angular,121,0.014691,0.014376,1.021861
cero γ≈5000,5000.2343,0.5,angular,122,0.014302,0.014691,0.973534
cero γ≈5000,5000.2343,0.5,angular,123,0.014639,0.014302,1.023566
cero γ≈5000,5000.2343,0.5,angular,124,0.014239,0.014639,0.972715
cero γ≈5000,5000.2343,0.5,angular,125,0.014583,0.014239,1.024146
cero γ≈5000,5000.2343,0.5,angular,126,0.014186,0.014583,0.972755
cero γ≈5000,5000.2343,0.5,angular,127,0.014524,0.014186,1.023830
cero γ≈5000,5000.2343,0.5,angular,128,0.014141,0.014524,0.973653
cero γ≈5000,5000.2343,0.5,angular,129,0.014459,0.014141,1.022474
cero γ≈5000,5000.2343,0.5,angular,130,0.014108,0.014459,0.975731
cero γ≈5000,5000.2343,0.5,angular,131,0.014385,0.014108,1.019599
cero γ≈5000,5000.2343,0.5,angular,132,0.014091,0.014385,0.979591
cero γ≈5000,5000.2343,0.5,angular,133,0.013990,0.014091,0.992843
cero γ≈5000,5000.2343,0.5,angular,134,0.014365,0.013990,1.026785
cero γ≈5000,5000.2343,0.5,angular,135,0.013939,0.014365,0.970368
cero γ≈5000,5000.2343,0.5,angular,136,0.014307,0.013939,1.026372
cero γ≈5000,5000.2343,0.5,angular,137,0.013914,0.014307,0.972545
cero γ≈5000,5000.2343,0.5,angular,138,0.014221,0.013914,1.022077
cero γ≈5000,5000.2343,0.5,angular,139,0.013925,0.014221,0.979135
cero γ≈5000,5000.2343,0.5,angular,140,0.013826,0.013925,0.992922
cero γ≈5000,5000.2343,0.5,angular,141,0.014196,0.013826,1.026781
cero γ≈5000,5000.2343,0.5,angular,142,0.013799,0.014196,0.972044
cero γ≈5000,5000.2343,0.5,angular,143,0.014101,0.013799,1.021878
cero γ≈5000,5000.2343,0.5,angular,144,0.013830,0.014101,0.980792
cero γ≈5000,5000.2343,0.5,angular,145,0.013721,0.013830,0.992055
cero γ≈5000,5000.2343,0.5,angular,146,0.014071,0.013721,1.025562
cero γ≈5000,5000.2343,0.5,angular,147,0.013728,0.014071,0.975593
cero γ≈5000,5000.2343,0.5,angular,148,0.013662,0.013728,0.995198
cero γ≈5000,5000.2343,0.5,angular,149,0.014022,0.013662,1.026360
cero γ≈5000,5000.2343,0.5,angular,150,0.013652,0.014022,0.973614
cero γ≈5000,5000.2343,0.5,angular,151,0.013608,0.013652,0.996756
cero γ≈5000,5000.2343,0.5,angular,152,0.013965,0.013608,1.026260
cero γ≈5000,5000.2343,0.5,angular,153,0.013593,0.013965,0.973340
cero γ≈5000,5000.2343,0.5,angular,154,0.013552,0.013593,0.996994
cero γ≈5000,5000.2343,0.5,angular,155,0.013905,0.013552,1.026021
cero γ≈5000,5000.2343,0.5,angular,156,0.013547,0.013905,0.974269
cero γ≈5000,5000.2343,0.5,angular,157,0.013496,0.013547,0.996224
cero γ≈5000,5000.2343,0.5,angular,158,0.013836,0.013496,1.025218
cero γ≈5000,5000.2343,0.5,angular,159,0.013517,0.013836,0.976927
cero γ≈5000,5000.2343,0.5,angular,160,0.013445,0.013517,0.994726
cero γ≈5000,5000.2343,0.5,angular,161,0.013452,0.013445,1.000459
cero γ≈5000,5000.2343,0.5,angular,162,0.013784,0.013452,1.024746
cero γ≈5000,5000.2343,0.5,angular,163,0.013411,0.013784,0.972931
cero γ≈5000,5000.2343,0.5,angular,164,0.013382,0.013411,0.997803
cero γ≈5000,5000.2343,0.5,angular,165,0.013714,0.013382,1.024793
cero γ≈5000,5000.2343,0.5,angular,166,0.013406,0.013714,0.977561
cero γ≈5000,5000.2343,0.5,angular,167,0.013338,0.013406,0.994926
cero γ≈5000,5000.2343,0.5,angular,168,0.013325,0.013338,0.999069
cero γ≈5000,5000.2343,0.5,angular,169,0.013657,0.013325,1.024850
cero γ≈5000,5000.2343,0.5,angular,170,0.013335,0.013657,0.976420
cero γ≈5000,5000.2343,0.5,angular,171,0.013278,0.013335,0.995718
cero γ≈5000,5000.2343,0.5,angular,172,0.013265,0.013278,0.999092
cero γ≈5000,5000.2343,0.5,angular,173,0.013588,0.013265,1.024299
cero γ≈5000,5000.2343,0.5,angular,174,0.013286,0.013588,0.977772
cero γ≈5000,5000.2343,0.5,angular,175,0.013226,0.013286,0.995523
cero γ≈5000,5000.2343,0.5,angular,176,0.013204,0.013226,0.998348
cero γ≈5000,5000.2343,0.5,angular,177,0.013215,0.013204,1.000765
cero γ≈5000,5000.2343,0.5,angular,178,0.013528,0.013215,1.023759
cero γ≈5000,5000.2343,0.5,angular,179,0.013190,0.013528,0.975002
cero γ≈5000,5000.2343,0.5,angular,180,0.013153,0.013190,0.997137
cero γ≈5000,5000.2343,0.5,angular,181,0.013141,0.013153,0.999144
cero γ≈5000,5000.2343,0.5,angular,182,0.013438,0.013141,1.022592
cero γ≈5000,5000.2343,0.5,angular,183,0.013183,0.013438,0.980983
cero γ≈5000,5000.2343,0.5,angular,184,0.013124,0.013183,0.995533
cero γ≈5000,5000.2343,0.5,angular,185,0.013090,0.013124,0.997465
cero γ≈5000,5000.2343,0.5,angular,186,0.013077,0.013090,0.998961
cero γ≈5000,5000.2343,0.5,angular,187,0.013080,0.013077,1.000202
cero γ≈5000,5000.2343,0.5,angular,188,0.013384,0.013080,1.023264
cero γ≈5000,5000.2343,0.5,angular,189,0.013079,0.013384,0.977193
cero γ≈5000,5000.2343,0.5,angular,190,0.013040,0.013079,0.997015
cero γ≈5000,5000.2343,0.5,angular,191,0.013018,0.013040,0.998329
cero γ≈5000,5000.2343,0.5,angular,192,0.013008,0.013018,0.999235
